user_id,ref_dat_score,fd_level,image_url,words,descriptions
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_89.png,['Europe'],[]
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_30.png,['Dinosaur'],['Dinoosaur looking up trying to eat']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_55.png,['seahorse'],['searhorse to the right staring at plants']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_76.png,['Alien'],['Upside down alien about to eat a horse']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_2.png,['seals'],['two seals facing each other']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_34.png,['monster'],['monster with a abig forehead facing down']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_39.png,['human'],['a  human sitting down about to do a number 2']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_75.png,['cupid'],['cupid reaching down']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_26.png,['bird'],['bird with a body of a human on the right']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_33.png,['jockey'],['a person riding a horse']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_25.png,['pony'],['an upside down pony with another smaller horse']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_82.png,['pigs'],['2 pigs head butting each other']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_77.png,['creature'],"[""a strange creature that's upside downw""]"
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_36.png,['hamster'],[]
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_13.png,['islands'],['a colletion of small islands']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_75.png,['person'],"[""a person stuck inside a  mountain w ith just it's head  sticking out""]"
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_16.png,['creature'],"[""a four legged creature with another creature on it's back""]"
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_24.png,['island'],['a big empty wasteland island']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_24.png,['face'],['a face sticking out from  rocks']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_37.png,['nothing'],[]
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_56.png,['dragon'],"[""a baby  dragon on it's side with wings""]"
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_52.png,['donkey'],['upside down donkey']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_48.png,['scattered'],['scattered  paint brush strokes']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_69.png,['creature'],['an upside down  creature with horns']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_8.png,['creature'],"[""a creature  facing down with a bulge on it's back""]"
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD14,images/FD14/FD_14_48.png,['australia'],['upside  tip of  australia']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_29.png,['babies'],['a baby  riding a horse and another just  standing there weirdly']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_81.png,['seahorse'],['overgrown  seahorse']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD12,images/FD12/FD_12_87.png,['afro'],['a  person with a big afro']
eb560e98-13f8-488c-bc0e-72f6d4b733e7,77.55199028622536,FD16,images/FD16/FD_16_18.png,['horse'],"['horselike creatures, two of them']"
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_7.png,"['islands', 'arms', 'mouth', 'toes', 'inlets']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_10.png,"['peninsula', 'sea']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_81.png,"['inlet', 'peninsula']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_53.png,"['islands', 'coves', 'inlet', 'ocean', 'frog']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_79.png,"['atolls', 'isthmus', 'ocean straight', 'face']",['angry eyes']
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_62.png,"['bay', 'land', 'seas']",['coast line of land masses']
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_29.png,['ink'],['ink dots']
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_84.png,['ink'],['ink dots']
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_67.png,"['clouds', 'land']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_23.png,"['clouds', 'ocean', 'lakes', 'land']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_92.png,"['ocean', 'land']","['large bodies of water', 'areas of coastline']"
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_98.png,"['river', 'island', 'land']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_73.png,"['india', 'australia']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_71.png,['clouds'],[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_8.png,"['coastline', 'ocean']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD12,images/FD12/FD_12_56.png,"['river', 'land']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_25.png,"['water', 'land']",[]
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD14,images/FD14/FD_14_67.png,['hide'],['dairy cow hide']
adf8a551-e75e-42bc-8554-3569bbb06626,81.30645728891804,FD16,images/FD16/FD_16_42.png,['ink'],['wet ink on paper']
